cut_idx,fPhase,canon_tt,cut_delay
2794,1,458759, 35.830002
2795,0,930559863, -1.000000
2795,1,286462227, -1.000000
2796,0,369038847, -1.000000
2796,1,5701719, -1.000000
2797,0,1065303935, 31.780001
2797,1,16974083, 26.000000
2798,0,939472895, 24.190001
2798,1,1245203, 35.830002
2799,0,2147450879, 33.009998
2799,1,65537, 27.459999
2800,0,33554431, 30.549999
2800,1,127, 30.360001
2801,0,33554431, 30.549999
2801,1,127, 30.360001
2802,0,33492991, -1.000000
2802,1,983167, -1.000000
2803,0,17825791, -1.000000
2803,1,3967, -1.000000
2804,0,3538943, -1.000000
2804,1,13823, -1.000000
2805,0,3538943, -1.000000
2805,1,13823, -1.000000
2806,0,33554431, 30.549999
2806,1,127, 30.360001
2807,0,33554431, 30.549999
2807,1,127, 30.360001
2808,0,33492991, -1.000000
2808,1,983167, -1.000000
2809,0,17825791, -1.000000
2809,1,3967, -1.000000
2810,0,364904447, -1.000000
2810,1,427, -1.000000
2811,0,935329791, -1.000000
2811,1,291, -1.000000
2812,0,1065353215, -1.000000
2812,1,259, -1.000000
2813,0,532676607, -1.000000
2813,1,267, -1.000000
2814,0,532660159, -1.000000
2814,1,16843019, -1.000000
2815,0,536854527, -1.000000
2815,1,65547, -1.000000
2816,0,536870911, -1.000000
2816,1,7, -1.000000
2817,0,935313343, -1.000000
2817,1,16843043, -1.000000
2818,0,1065320319, -1.000000
2818,1,16843011, -1.000000
2819,0,364887999, -1.000000
2819,1,16843179, -1.000000
2820,0,369082367, -1.000000
2820,1,65707, -1.000000
2821,0,369098751, -1.000000
2821,1,87, -1.000000
2822,0,1073709055, -1.000000
2822,1,65539, -1.000000
2823,0,939507711, -1.000000
2823,1,65571, -1.000000
2824,0,939524095, -1.000000
2824,1,19, -1.000000
2825,0,2004318071, 17.670000
2825,1,286331153, 24.280001
2826,0,1465341783, 21.020000
2826,1,353703189, 26.590000
2827,0,2139062143, 21.379999
2827,1,16843009, 22.879999
2828,0,1431786839, 25.920000
2828,1,357897557, 25.270000
2829,0,1431786839, 25.920000
2829,1,357897557, 32.410000
2830,0,2004842367, 24.190001
2830,1,17891601, 35.830002
2831,0,1431655767, -1.000000
2831,1,357913941, -1.000000
2832,0,858994495, -1.000000
2832,1,51589939, -1.000000
2833,0,859255615, -1.000000
2833,1,53678899, -1.000000
2834,0,859010943, -1.000000
2834,1,17904435, -1.000000
2835,0,926365503, -1.000000
2835,1,51581715, -1.000000
2836,0,858993535, -1.000000
2836,1,20132659, -1.000000
2837,0,858994495, -1.000000
2837,1,51589939, -1.000000
2838,0,2004318079, 30.549999
2838,1,17895697, 30.360001
2839,0,2004318079, 30.549999
2839,1,17895697, 30.360001
2840,0,2004318071, 17.670000
2840,1,286331153, 24.280001
2841,0,926365495, 21.020000
2841,1,320017171, 26.590000
2842,0,522133279, 21.020000
2842,1,117901063, 26.590000
2843,0,253693727, 25.920000
2843,1,118425359, 32.410000
2844,0,19071267, -1.000000
2844,1,935278527, -1.000000
2845,0,33489407, 25.920000
2845,1,8323199, 32.410000
2846,0,930559863, -1.000000
2846,1,286462227, -1.000000
2847,0,369038847, -1.000000
2847,1,5701719, -1.000000
2848,0,87491895, 29.410000
2848,1,324997983, 22.709999
2849,0,19079971, -1.000000
2849,1,926365631, -1.000000
2850,0,253697823, -1.000000
2850,1,117901071, -1.000000
2851,0,17900339, -1.000000
2851,1,859290559, -1.000000
2852,0,17956863, -1.000000
2852,1,30591, -1.000000
2853,0,930576247, -1.000000
2853,1,286331155, -1.000000
2854,0,357957631, -1.000000
2854,1,21847, -1.000000
2855,0,930576247, -1.000000
2855,1,286331155, -1.000000
2856,0,357957631, -1.000000
2856,1,21847, -1.000000
2857,0,987423, 28.980000
2857,1,125243391, 28.770000
2858,0,1117983, 28.980000
2858,1,118454271, 28.770000
2859,0,87504695, -1.000000
2859,1,320017247, -1.000000
2860,0,89470839, -1.000000
2860,1,286479711, -1.000000
2861,0,2004318071, 17.670000
2861,1,286331153, 18.620001
2862,0,2139062143, 21.379999
2862,1,16843009, 26.600000
2863,0,2139062143, 21.379999
2863,1,16843009, 26.600000
2864,0,939472895, 24.190001
2864,1,1245203, 35.830002
2865,0,536813567, 24.190001
2865,1,458759, 35.830002
2866,0,1065303935, 24.190001
2866,1,16974083, 35.830002
2867,0,939472895, 24.190001
2867,1,1245203, 35.830002
2868,0,2147450879, 23.370001
2868,1,65537, 28.690001
2869,0,257900415, 36.279999
2869,1,16975119, 29.040001
2870,0,87556095, 36.279999
2870,1,4959, 29.040001
2871,0,930611199, -1.000000
2871,1,4371, -1.000000
2872,0,369098751, -1.000000
2872,1,87, -1.000000
2873,0,1065320319, -1.000000
2873,1,16843011, -1.000000
2874,0,930611199, -1.000000
2874,1,4371, -1.000000
2875,0,253755391, 30.549999
2875,1,1807, 30.360001
2876,0,33554431, 30.549999
2876,1,127, 30.360001
2877,0,253701951, -1.000000
2877,1,50793231, -1.000000
2878,0,19136511, -1.000000
2878,1,14271, -1.000000
2879,0,268378111, 30.549999
2879,1,458767, 30.360001
2880,0,253755391, 30.549999
2880,1,1807, 30.360001
2881,0,1065353215, -1.000000
2881,1,259, -1.000000
2882,0,536870911, -1.000000
2882,1,7, -1.000000
2883,0,1073709055, -1.000000
2883,1,65539, -1.000000
2884,0,939524095, -1.000000
2884,1,19, -1.000000
2885,0,2004318071, 17.670000
2885,1,286331153, 24.280001
2886,0,1465341783, 21.020000
2886,1,353703189, 26.590000
2887,0,2139062143, 21.379999
2887,1,16843009, 26.600000
2888,0,1431786839, 28.330000
2888,1,357897557, 25.270000
2889,0,1431786839, 28.330000
2889,1,357897557, 25.270000
2890,0,2004842367, 24.190001
2890,1,17891601, 35.830002
2891,0,1431655767, -1.000000
2891,1,357913941, -1.000000
2892,0,858994495, -1.000000
2892,1,51589939, -1.000000
2893,0,859255615, -1.000000
2893,1,53678899, -1.000000
2894,0,858993535, -1.000000
2894,1,20132659, -1.000000
2895,0,858994495, -1.000000
2895,1,51589939, -1.000000
2896,0,2004318079, 30.549999
2896,1,17895697, 30.360001
2897,0,2004318079, 30.549999
2897,1,17895697, 30.360001
2898,0,2004318071, 17.670000
2898,1,286331153, 18.620001
2899,0,2004318071, 17.670000
2899,1,286331153, 18.620001
2900,0,2139062143, 21.379999
2900,1,16843009, 22.879999
2901,0,2004318071, 17.670000
2901,1,286331153, 18.620001
2902,0,2004318071, 17.670000
2902,1,286331153, 18.620001
2903,0,2139062143, 21.379999
2903,1,16843009, 22.879999
2904,0,2004318071, 17.670000
2904,1,286331153, 24.280001
2905,0,926365495, 21.020000
2905,1,320017171, 26.590000
2906,0,353703189, 21.030001
2906,1,1465341783, 21.020000
2907,0,522133279, 21.020000
2907,1,117901063, 26.590000
2908,0,17760527, -1.000000
2908,1,259985279, -1.000000
2909,0,33489407, 25.920000
2909,1,8323199, 25.270000
2910,0,3473461, -1.000000
2910,1,905917951, -1.000000
2911,0,17760527, -1.000000
2911,1,259985279, -1.000000
2912,0,33489407, 25.920000
2912,1,8323199, 25.270000
2913,0,2004318071, 17.670000
2913,1,286331153, 18.620001
2914,0,2004318071, 17.670000
2914,1,286331153, 18.620001
2915,0,2139062143, 21.379999
2915,1,16843009, 22.879999
2916,0,2004318071, 17.670000
2916,1,286331153, 18.620001
2917,0,2004318071, 17.670000
2917,1,286331153, 18.620001
2918,0,2139062143, 21.379999
2918,1,16843009, 22.879999
2919,0,2004318071, 17.670000
2919,1,286331153, 18.620001
2920,0,926365495, 21.020000
2920,1,320017171, 21.030001
2921,0,353703189, 21.030001
2921,1,1465341783, 21.020000
2922,0,522133279, 21.020000
2922,1,117901063, 21.030001
2923,0,17760527, -1.000000
2923,1,259985279, -1.000000
2924,0,33489407, 25.920000
2924,1,8323199, 25.270000
2925,0,3473461, -1.000000
2925,1,905917951, -1.000000
2926,0,17760527, -1.000000
2926,1,259985279, -1.000000
2927,0,33489407, 25.920000
2927,1,8323199, 25.270000
2928,0,2004318071, 17.670000
2928,1,286331153, 18.620001
2929,0,2139062143, 31.150000
2929,1,16843009, 22.879999
2930,0,2139062143, 21.379999
2930,1,16843009, 26.600000
2931,0,939472895, 31.780001
2931,1,1245203, 26.000000
2932,0,536813567, 24.190001
2932,1,458759, 35.830002
2933,0,930559863, -1.000000
2933,1,286462227, -1.000000
2934,0,369038847, -1.000000
2934,1,5701719, -1.000000
2935,0,1065303935, 31.780001
2935,1,16974083, 26.000000
2936,0,939472895, 24.190001
2936,1,1245203, 35.830002
2937,0,2147450879, 33.009998
2937,1,65537, 28.690001
2938,0,33554431, 30.549999
2938,1,127, 30.360001
2939,0,33554431, 30.549999
2939,1,127, 30.360001
2940,0,33492991, -1.000000
2940,1,983167, -1.000000
2941,0,17825791, -1.000000
2941,1,3967, -1.000000
2942,0,3538943, -1.000000
2942,1,13823, -1.000000
2943,0,3538943, -1.000000
2943,1,13823, -1.000000
2944,0,33554431, 30.549999
2944,1,127, 30.360001
2945,0,33554431, 30.549999
2945,1,127, 30.360001
2946,0,33492991, -1.000000
2946,1,983167, -1.000000
2947,0,17825791, -1.000000
2947,1,3967, -1.000000
2948,0,364904447, -1.000000
2948,1,427, -1.000000
2949,0,935329791, -1.000000
2949,1,291, -1.000000
2950,0,1065353215, -1.000000
2950,1,259, -1.000000
2951,0,532676607, -1.000000
2951,1,267, -1.000000
2952,0,532660159, -1.000000
2952,1,16843019, -1.000000
2953,0,536854527, -1.000000
2953,1,65547, -1.000000
2954,0,536870911, -1.000000
2954,1,7, -1.000000
2955,0,935313343, -1.000000
2955,1,16843043, -1.000000
2956,0,1065320319, -1.000000
2956,1,16843011, -1.000000
2957,0,364887999, -1.000000
2957,1,16843179, -1.000000
2958,0,369082367, -1.000000
2958,1,65707, -1.000000
2959,0,369098751, -1.000000
2959,1,87, -1.000000
2960,0,1073709055, -1.000000
2960,1,65539, -1.000000
2961,0,939507711, -1.000000
2961,1,65571, -1.000000
2962,0,939524095, -1.000000
2962,1,19, -1.000000
2963,0,2004318071, 17.670000
2963,1,286331153, 24.280001
2964,0,1465341783, 21.020000
2964,1,353703189, 26.590000
2965,0,2139062143, 31.150000
2965,1,16843009, 26.600000
2966,0,1431786839, 28.330000
2966,1,357897557, 25.270000
2967,0,1431786839, 25.920000
2967,1,357897557, 32.410000
2968,0,2004842367, 24.190001
2968,1,17891601, 35.830002
2969,0,1431655767, -1.000000
2969,1,357913941, -1.000000
2970,0,858994495, -1.000000
2970,1,51589939, -1.000000
2971,0,859255615, -1.000000
2971,1,53678899, -1.000000
2972,0,859010943, -1.000000
2972,1,17904435, -1.000000
2973,0,926365503, -1.000000
2973,1,51581715, -1.000000
2974,0,858993535, -1.000000
2974,1,20132659, -1.000000
2975,0,858994495, -1.000000
2975,1,51589939, -1.000000
2976,0,2004318079, 30.549999
2976,1,17895697, 30.360001
2977,0,2004318079, 30.549999
2977,1,17895697, 30.360001
2978,0,2004318071, 17.670000
2978,1,286331153, 18.620001
2979,0,2004318071, 17.670000
2979,1,286331153, 18.620001
2980,0,2139062143, 21.379999
2980,1,16843009, 22.879999
2981,0,2004318071, 17.670000
2981,1,286331153, 18.620001
2982,0,2004318071, 17.670000
2982,1,286331153, 18.620001
2983,0,2139062143, 21.379999
2983,1,16843009, 22.879999
2984,0,2004318071, 17.670000
2984,1,286331153, 24.280001
2985,0,926365495, 21.020000
2985,1,320017171, 26.590000
2986,0,353703189, 21.030001
2986,1,1465341783, 21.020000
2987,0,522133279, 21.020000
2987,1,117901063, 26.590000
2988,0,17760527, -1.000000
2988,1,259985279, -1.000000
2989,0,33489407, 25.920000
2989,1,8323199, 25.270000
2990,0,3473461, -1.000000
2990,1,905917951, -1.000000
2991,0,17760527, -1.000000
2991,1,259985279, -1.000000
2992,0,33489407, 25.920000
2992,1,8323199, 25.270000
2993,0,2004318071, 17.670000
2993,1,286331153, 18.620001
2994,0,2004318071, 17.670000
2994,1,286331153, 18.620001
2995,0,2139062143, 21.379999
2995,1,16843009, 22.879999
2996,0,2004318071, 17.670000
2996,1,286331153, 18.620001
2997,0,2004318071, 17.670000
2997,1,286331153, 18.620001
2998,0,2139062143, 21.379999
2998,1,16843009, 22.879999
2999,0,2004318071, 17.670000
2999,1,286331153, 18.620001
3000,0,926365495, 21.020000
3000,1,320017171, 21.030001
3001,0,353703189, 21.030001
3001,1,1465341783, 21.020000
3002,0,522133279, 21.020000
3002,1,117901063, 21.030001
3003,0,17760527, -1.000000
3003,1,259985279, -1.000000
3004,0,33489407, 25.920000
3004,1,8323199, 25.270000
3005,0,3473461, -1.000000
3005,1,905917951, -1.000000
3006,0,17760527, -1.000000
3006,1,259985279, -1.000000
3007,0,33489407, 25.920000
3007,1,8323199, 25.270000
3008,0,2004318071, 17.670000
3008,1,286331153, 18.620001
3009,0,2139062143, 31.150000
3009,1,16843009, 22.879999
3010,0,2139062143, 21.379999
3010,1,16843009, 26.600000
3011,0,939472895, 31.780001
3011,1,1245203, 26.000000
3012,0,536813567, 24.190001
3012,1,458759, 35.830002
3013,0,930559863, -1.000000
3013,1,286462227, -1.000000
3014,0,369038847, -1.000000
3014,1,5701719, -1.000000
3015,0,1065303935, 31.780001
3015,1,16974083, 26.000000
3016,0,939472895, 24.190001
3016,1,1245203, 35.830002
3017,0,2147450879, 33.009998
3017,1,65537, 28.690001
3018,0,33554431, 30.549999
3018,1,127, 30.360001
3019,0,33554431, 30.549999
3019,1,127, 30.360001
3020,0,33492991, -1.000000
3020,1,983167, -1.000000
3021,0,17825791, -1.000000
3021,1,3967, -1.000000
3022,0,3538943, -1.000000
3022,1,13823, -1.000000
3023,0,3538943, -1.000000
3023,1,13823, -1.000000
3024,0,33554431, 30.549999
3024,1,127, 30.360001
3025,0,33554431, 30.549999
3025,1,127, 30.360001
3026,0,33492991, -1.000000
3026,1,983167, -1.000000
3027,0,17825791, -1.000000
3027,1,3967, -1.000000
3028,0,364904447, -1.000000
3028,1,427, -1.000000
3029,0,935329791, -1.000000
3029,1,291, -1.000000
3030,0,1065353215, -1.000000
3030,1,259, -1.000000
3031,0,532676607, -1.000000
3031,1,267, -1.000000
3032,0,532660159, -1.000000
3032,1,16843019, -1.000000
3033,0,536854527, -1.000000
3033,1,65547, -1.000000
3034,0,536870911, -1.000000
3034,1,7, -1.000000
3035,0,935313343, -1.000000
3035,1,16843043, -1.000000
3036,0,1065320319, -1.000000
3036,1,16843011, -1.000000
3037,0,364887999, -1.000000
3037,1,16843179, -1.000000
3038,0,369082367, -1.000000
3038,1,65707, -1.000000
3039,0,369098751, -1.000000
3039,1,87, -1.000000
3040,0,1073709055, -1.000000
3040,1,65539, -1.000000
3041,0,939507711, -1.000000
3041,1,65571, -1.000000
3042,0,939524095, -1.000000
3042,1,19, -1.000000
3043,0,2004318071, 17.670000
3043,1,286331153, 24.280001
3044,0,1465341783, 21.020000
3044,1,353703189, 26.590000
3045,0,2139062143, 31.150000
3045,1,16843009, 26.600000
3046,0,1431786839, 28.330000
3046,1,357897557, 25.270000
3047,0,1431786839, 25.920000
3047,1,357897557, 32.410000
3048,0,2004842367, 24.190001
3048,1,17891601, 35.830002
3049,0,1431655767, -1.000000
3049,1,357913941, -1.000000
3050,0,858994495, -1.000000
3050,1,51589939, -1.000000
3051,0,859255615, -1.000000
3051,1,53678899, -1.000000
3052,0,859010943, -1.000000
3052,1,17904435, -1.000000
3053,0,926365503, -1.000000
3053,1,51581715, -1.000000
3054,0,858993535, -1.000000
3054,1,20132659, -1.000000
3055,0,858994495, -1.000000
3055,1,51589939, -1.000000
3056,0,2004318079, 30.549999
3056,1,17895697, 30.360001
3057,0,2004318079, 30.549999
3057,1,17895697, 30.360001
3058,0,2004318071, 17.670000
3058,1,286331153, 24.280001
3059,0,926365495, 25.350000
3059,1,320017171, 21.030001
3060,0,522133279, 25.350000
3060,1,117901063, 21.030001
3061,0,253693727, 25.920000
3061,1,118425359, 25.270000
3062,0,19071267, -1.000000
3062,1,935278527, -1.000000
3063,0,33489407, 25.920000
3063,1,8323199, 25.270000
3064,0,930559863, -1.000000
3064,1,286462227, -1.000000
3065,0,369038847, -1.000000
3065,1,5701719, -1.000000
3066,0,87491895, 29.410000
3066,1,324997983, 22.709999
3067,0,19079971, -1.000000
3067,1,926365631, -1.000000
3068,0,253697823, -1.000000
3068,1,117901071, -1.000000
3069,0,17900339, -1.000000
3069,1,859290559, -1.000000
3070,0,17956863, -1.000000
3070,1,30591, -1.000000
3071,0,930576247, -1.000000
3071,1,286331155, -1.000000
3072,0,357957631, -1.000000
3072,1,21847, -1.000000
3073,0,930576247, -1.000000
3073,1,286331155, -1.000000
3074,0,357957631, -1.000000
3074,1,21847, -1.000000
3075,0,987423, 35.500000
3075,1,125243391, 28.770000
3076,0,1117983, 35.500000
3076,1,118454271, 28.770000
3077,0,87504695, -1.000000
3077,1,320017247, -1.000000
3078,0,89470839, -1.000000
3078,1,286479711, -1.000000
3079,0,2004318071, 17.670000
3079,1,286331153, 18.620001
3080,0,2004318071, 17.670000
3080,1,286331153, 18.620001
3081,0,2139062143, 21.379999
3081,1,16843009, 22.879999
3082,0,2004318071, 17.670000
3082,1,286331153, 18.620001
3083,0,2004318071, 17.670000
3083,1,286331153, 18.620001
3084,0,2139062143, 21.379999
3084,1,16843009, 22.879999
3085,0,2004318071, 17.670000
3085,1,286331153, 24.280001
3086,0,926365495, 21.020000
3086,1,320017171, 26.590000
3087,0,353703189, 21.030001
3087,1,1465341783, 21.020000
3088,0,522133279, 21.020000
3088,1,117901063, 26.590000
3089,0,17760527, -1.000000
3089,1,259985279, -1.000000
3090,0,33489407, 25.920000
3090,1,8323199, 25.270000
3091,0,3473461, -1.000000
3091,1,905917951, -1.000000
3092,0,17760527, -1.000000
3092,1,259985279, -1.000000
3093,0,33489407, 25.920000
3093,1,8323199, 25.270000
3094,0,2004318071, 17.670000
3094,1,286331153, 18.620001
3095,0,2004318071, 17.670000
3095,1,286331153, 18.620001
3096,0,2139062143, 21.379999
3096,1,16843009, 22.879999
3097,0,2004318071, 17.670000
3097,1,286331153, 18.620001
3098,0,2004318071, 17.670000
3098,1,286331153, 18.620001
3099,0,2139062143, 21.379999
3099,1,16843009, 22.879999
3100,0,2004318071, 17.670000
3100,1,286331153, 18.620001
3101,0,926365495, 21.020000
3101,1,320017171, 21.030001
3102,0,353703189, 21.030001
3102,1,1465341783, 21.020000
3103,0,522133279, 21.020000
3103,1,117901063, 21.030001
3104,0,17760527, -1.000000
3104,1,259985279, -1.000000
3105,0,33489407, 25.920000
3105,1,8323199, 25.270000
3106,0,3473461, -1.000000
3106,1,905917951, -1.000000
3107,0,17760527, -1.000000
3107,1,259985279, -1.000000
3108,0,33489407, 25.920000
3108,1,8323199, 25.270000
3109,0,2004318071, 27.879999
3109,1,286331153, 18.620001
3110,0,2139062143, 31.150000
3110,1,16843009, 22.879999
3111,0,2139062143, 21.379999
3111,1,16843009, 26.600000
3112,0,939472895, 24.190001
3112,1,1245203, 26.000000
3113,0,536813567, 24.190001
3113,1,458759, 35.830002
3114,0,930559863, -1.000000
3114,1,286462227, -1.000000
3115,0,369038847, -1.000000
3115,1,5701719, -1.000000
3116,0,1065303935, 24.190001
3116,1,16974083, 26.000000
3117,0,939472895, 24.190001
3117,1,1245203, 35.830002
3118,0,2147450879, 23.370001
3118,1,65537, 28.690001
3119,0,33554431, 30.549999
3119,1,127, 30.360001
3120,0,33554431, 30.549999
3120,1,127, 30.360001
3121,0,33492991, -1.000000
3121,1,983167, -1.000000
3122,0,17825791, -1.000000
3122,1,3967, -1.000000
3123,0,3538943, -1.000000
3123,1,13823, -1.000000
3124,0,3538943, -1.000000
3124,1,13823, -1.000000
3125,0,33554431, 30.549999
3125,1,127, 30.360001
3126,0,33554431, 30.549999
3126,1,127, 30.360001
3127,0,33492991, -1.000000
3127,1,983167, -1.000000
3128,0,17825791, -1.000000
3128,1,3967, -1.000000
3129,0,364904447, -1.000000
3129,1,427, -1.000000
3130,0,935329791, -1.000000
3130,1,291, -1.000000
3131,0,1065353215, -1.000000
3131,1,259, -1.000000
3132,0,532676607, -1.000000
3132,1,267, -1.000000
3133,0,532660159, -1.000000
3133,1,16843019, -1.000000
3134,0,536854527, -1.000000
3134,1,65547, -1.000000
3135,0,536870911, -1.000000
3135,1,7, -1.000000
3136,0,935313343, -1.000000
3136,1,16843043, -1.000000
3137,0,1065320319, -1.000000
3137,1,16843011, -1.000000
3138,0,364887999, -1.000000
3138,1,16843179, -1.000000
3139,0,369082367, -1.000000
3139,1,65707, -1.000000
3140,0,369098751, -1.000000
3140,1,87, -1.000000
3141,0,1073709055, -1.000000
3141,1,65539, -1.000000
3142,0,939507711, -1.000000
3142,1,65571, -1.000000
3143,0,939524095, -1.000000
3143,1,19, -1.000000
3144,0,2004318071, 17.670000
3144,1,286331153, 24.280001
3145,0,1465341783, 21.020000
3145,1,353703189, 26.590000
3146,0,2139062143, 21.379999
3146,1,16843009, 26.600000
3147,0,1431786839, 25.920000
3147,1,357897557, 25.270000
3148,0,1431786839, 25.920000
3148,1,357897557, 32.410000
3149,0,2004842367, 24.190001
3149,1,17891601, 35.830002
3150,0,1431655767, -1.000000
3150,1,357913941, -1.000000
3151,0,858994495, -1.000000
3151,1,51589939, -1.000000
3152,0,859255615, -1.000000
3152,1,53678899, -1.000000
3153,0,859010943, -1.000000
3153,1,17904435, -1.000000
3154,0,926365503, -1.000000
3154,1,51581715, -1.000000
3155,0,858993535, -1.000000
3155,1,20132659, -1.000000
3156,0,858994495, -1.000000
3156,1,51589939, -1.000000
3157,0,2004318079, 30.549999
3157,1,17895697, 30.360001
3158,0,2004318079, 30.549999
3158,1,17895697, 30.360001
3159,0,2004318071, 17.670000
3159,1,286331153, 18.620001
3160,0,2004318071, 17.670000
3160,1,286331153, 18.620001
3161,0,2139062143, 21.379999
3161,1,16843009, 22.879999
3162,0,2004318071, 17.670000
3162,1,286331153, 18.620001
3163,0,2004318071, 17.670000
3163,1,286331153, 18.620001
3164,0,2139062143, 21.379999
3164,1,16843009, 22.879999
3165,0,2004318071, 17.670000
3165,1,286331153, 24.280001
3166,0,926365495, 21.020000
3166,1,320017171, 26.590000
3167,0,454761243, -1.000000
3167,1,454761243, -1.000000
3168,0,522133279, 21.020000
3168,1,117901063, 26.590000
3169,0,32571889, -1.000000
3169,1,133629943, -1.000000
3170,0,33489407, 25.920000
3170,1,8323199, 25.270000
3171,0,55575376, -1.000000
3171,1,1073037301, -1.000000
3172,0,32571889, -1.000000
3172,1,133629943, -1.000000
3173,0,33489407, 25.920000
3173,1,8323199, 25.270000
3174,0,2004318071, 17.670000
3174,1,286331153, 18.620001
3175,0,2004318071, 17.670000
3175,1,286331153, 18.620001
3176,0,2139062143, 21.379999
3176,1,16843009, 22.879999
3177,0,2004318071, 17.670000
3177,1,286331153, 18.620001
3178,0,2004318071, 17.670000
3178,1,286331153, 18.620001
3179,0,2139062143, 21.379999
3179,1,16843009, 22.879999
3180,0,2004318071, 17.670000
3180,1,286331153, 18.620001
3181,0,926365495, 21.020000
3181,1,320017171, 21.030001
3182,0,454761243, -1.000000
3182,1,454761243, -1.000000
3183,0,522133279, 21.020000
3183,1,117901063, 21.030001
3184,0,32571889, -1.000000
3184,1,133629943, -1.000000
3185,0,33489407, 25.920000
3185,1,8323199, 25.270000
3186,0,55575376, -1.000000
3186,1,1073037301, -1.000000
3187,0,32571889, -1.000000
3187,1,133629943, -1.000000
3188,0,33489407, 25.920000
3188,1,8323199, 25.270000
3189,0,2004318071, 27.879999
3189,1,286331153, 18.620001
3190,0,2139062143, 31.150000
3190,1,16843009, 22.879999
3191,0,2139062143, 21.379999
3191,1,16843009, 26.600000
3192,0,939472895, 24.190001
3192,1,1245203, 26.000000
3193,0,536813567, 24.190001
3193,1,458759, 35.830002
3194,0,935278527, -1.000000
3194,1,19071267, -1.000000
3195,0,469703679, -1.000000
3195,1,1769499, -1.000000
3196,0,1065303935, 24.190001
3196,1,16974083, 26.000000
3197,0,939472895, 24.190001
3197,1,1245203, 35.830002
3198,0,2147450879, 23.370001
3198,1,65537, 28.690001
3199,0,33554431, 30.549999
3199,1,127, 30.360001
3200,0,33554431, 30.549999
3200,1,127, 30.360001
3201,0,33550847, -1.000000
3201,1,458999, -1.000000
3202,0,32636927, -1.000000
3202,1,2039, -1.000000
3203,0,55640063, -1.000000
3203,1,16373, -1.000000
3204,0,55640063, -1.000000
3204,1,16373, -1.000000
3205,0,33554431, 30.549999
3205,1,127, 30.360001
3206,0,33554431, 30.549999
3206,1,127, 30.360001
3207,0,33550847, -1.000000
3207,1,458999, -1.000000
3208,0,32636927, -1.000000
3208,1,2039, -1.000000
3209,0,459276287, -1.000000
3209,1,1319, -1.000000
3210,0,935329791, -1.000000
3210,1,291, -1.000000
3211,0,1065353215, -1.000000
3211,1,259, -1.000000
3212,0,526385151, -1.000000
3212,1,1287, -1.000000
3213,0,526368767, -1.000000
3213,1,68107, -1.000000
3214,0,536854527, -1.000000
3214,1,65547, -1.000000
3215,0,536870911, -1.000000
3215,1,7, -1.000000
3216,0,935294975, -1.000000
3216,1,1114643, -1.000000
3217,0,1065336831, -1.000000
3217,1,66051, -1.000000
3218,0,459258879, -1.000000
3218,1,1116699, -1.000000
3219,0,469744639, -1.000000
3219,1,1114139, -1.000000
3220,0,469762047, -1.000000
3220,1,27, -1.000000
3221,0,1073709055, -1.000000
3221,1,65539, -1.000000
3222,0,939489279, -1.000000
3222,1,1114131, -1.000000
3223,0,939524095, -1.000000
3223,1,19, -1.000000
3224,0,2004318071, 17.670000
3224,1,286331153, 24.280001
3225,0,1465341783, 21.020000
3225,1,353703189, 26.590000
3226,0,2139062143, 21.379999
3226,1,16843009, 26.600000
3227,0,1431786839, 25.920000
3227,1,357897557, 25.270000
3228,0,1431786839, 25.920000
3228,1,357897557, 32.410000
3229,0,2004842367, 24.190001
3229,1,17891601, 35.830002
3230,0,1431655767, -1.000000
3230,1,357913941, -1.000000
3231,0,858994495, -1.000000
3231,1,51589939, -1.000000
3232,0,859255615, -1.000000
3232,1,53678899, -1.000000
3233,0,858994623, -1.000000
3233,1,19084083, -1.000000
3234,0,859257663, -1.000000
3234,1,51585843, -1.000000
3235,0,858993535, -1.000000
3235,1,20132659, -1.000000
3236,0,858994495, -1.000000
3236,1,51589939, -1.000000
3237,0,2004318079, 30.549999
3237,1,17895697, 30.360001
3238,0,2004318079, 30.549999
3238,1,17895697, 30.360001
3239,0,2004318071, 17.670000
3239,1,286331153, 24.280001
3240,0,926365495, 25.350000
3240,1,320017171, 21.030001
3241,0,522133279, 25.350000
3241,1,117901063, 21.030001
3242,0,253693727, 25.920000
3242,1,118425359, 25.270000
3243,0,19071267, -1.000000
3243,1,935278527, -1.000000
3244,0,33489407, 25.920000
3244,1,8323199, 25.270000
3245,0,930559863, -1.000000
3245,1,286462227, -1.000000
3246,0,369038847, -1.000000
3246,1,5701719, -1.000000
3247,0,87491895, 29.410000
3247,1,324997983, 22.709999
3248,0,19079971, -1.000000
3248,1,926365631, -1.000000
3249,0,253697823, -1.000000
3249,1,117901071, -1.000000
3250,0,17900339, -1.000000
3250,1,859290559, -1.000000
3251,0,17956863, -1.000000
3251,1,30591, -1.000000
3252,0,930576247, -1.000000
3252,1,286331155, -1.000000
3253,0,357957631, -1.000000
3253,1,21847, -1.000000
3254,0,930576247, -1.000000
3254,1,286331155, -1.000000
3255,0,357957631, -1.000000
3255,1,21847, -1.000000
3256,0,987423, 35.500000
3256,1,125243391, 28.770000
3257,0,1117983, 35.500000
3257,1,118454271, 28.770000
3258,0,87504695, -1.000000
3258,1,320017247, -1.000000
3259,0,89470839, -1.000000
3259,1,286479711, -1.000000
3260,0,2004318071, 17.670000
3260,1,286331153, 18.620001
